date,recipient,amount,lobbyist,employer
10/13/2014,Burns,$200.00,John Corrigan,"John C. Corrigan & Associates, LLC"
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Fioretti,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/31/2014,Solis,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
04/24/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
04/29/2014,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
10/23/2014,Burke,$1500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/23/2014,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/14/2014,Hairston,$150.00,Graham Grady,Taft Stettinius & Hollister LLP
10/23/2014,Burke,$1500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
11/30/2014,Tunney,$100.00,Daniel Finkel,"Gold Coast Tickets, Ltd."
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/03/2014,Moore,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
08/06/2014,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
08/14/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
12/31/2014,NA,$50.00,Donna Pugh,"Foley & Lardner, LLP"
02/19/2015,Moore,$250.00,G. A. Finch,"Hoogendoorn & Talbot, LLP"
06/04/2014,Osterman,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/30/2014,Solis,$100.00,Peter Cassel,"Silliman Group, LLC"
03/12/2014,Cullerton,$250.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/27/2015,NA,$1000.00,John Doerrer,John Doerrer
06/05/2012,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, PC"
05/01/2012,Burns,$500.00,Michael Sutton,Infrastructure Engineering Inc
02/23/2012,Cappleman,$150.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
05/31/2012,Burns,$300.00,Elvin Charity,"Charity & Associates, P.C."
04/06/2012,NA,$1500.00,Michael Cassidy,McGuire Woods Consulting LLC
02/23/2012,Burnett,$250.00,John Dunn,McGuire Woods Consulting LLC
03/01/2012,Burke,$500.00,William Filan,William Filan Ltd
03/14/2012,Foulkes,$1000.00,Yafawn Smith,Comcast
03/14/2012,NA,$1500.00,Yafawn Smith,Comcast
03/13/2012,Harris,$1000.00,Yafawn Smith,Comcast
02/21/2012,Ervin,$100.00,Joseph Pilewski,Duff and Phelps LLC
05/10/2012,Burke,$250.00,Jorge Perez,Hispanic American Construction Industry Assoc. (HACIA)
06/28/2012,Cullerton,$250.00,William Smith,Cornerstone Government Affairs
05/01/2012,Cappleman,$500.00,Judith Roettig,Chicagoland Apartment Association
03/22/2012,Burke,$250.00,Jerrold Wolf,"Public Consulting Group, Inc"
06/18/2012,Burns,$500.00,John Sterling,"Synchronus - Solutions, Inc"
06/21/2012,Moreno,$500.00,"John Kelly, Jr.","ALL-CIRCO, Inc."
05/10/2012,Burns,$1000.00,Thomas Murphy,"Thomas J. Murphy, P.C."
01/11/2012,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
04/04/2012,Tunney,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
09/13/2012,Burnett,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/27/2012,Moreno,$500.00,Joseph Gattuso,Shefsky & Froelich Ltd.
05/09/2012,Hairston,$150.00,Joseph Gattuso,Shefsky & Froelich Ltd.
06/11/2012,NA,$1000.00,"John Kelly, Jr.","ALL-CIRCO, Inc."
02/23/2012,Cappleman,$150.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
04/24/2012,Tunney,$500.00,Michael Lufrano,"Chicago Cubs Baseball Club, LLC"
06/05/2012,Tunney,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
02/07/2012,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
07/30/2012,Sawyer,$50.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
07/30/2012,O'Connor,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
08/21/2012,Tunney,$500.00,Robert Gamrath,Quarles & Brady LLP
06/18/2012,Reilly,$500.00,Robert Gamrath,Quarles & Brady LLP
10/01/2012,Sposato,$100.00,Jeff Riley,Riley Public Affairs
02/07/2012,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/05/2012,Tunney,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
09/13/2012,Burnett,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
05/30/2012,Burns,$500.00,Yafawn Smith,Comcast
10/22/2012,NA,$0.00,Gabrielle Brussel,"JCDecaux North America, Inc"
06/05/2012,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/21/2012,Moreno,$500.00,"John Kelly, Jr.","ALL-CIRCO, Inc."
09/13/2012,Austin,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
10/23/2012,Reilly,$1500.00,Mary Minaghan,MKM Services
06/14/2012,Burns,$75.00,Charles Bernardini,Ungaretti & Harris LLP
03/02/2012,Moreno,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, PC"
06/29/2012,Reilly,$1000.00,"John Kelly, Jr.","ALL-CIRCO, Inc."
12/18/2012,Lane,$30.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
11/28/2012,Dowell,$500.00,Stephen Friedman,S.B. Friedman & Co.
04/27/2012,O'Connor,$100.00,Stephen Friedman,S.B. Friedman & Co.
04/03/2012,Zalewski,$1500.00,Joseph DiDomizio,"Airport Management Services, LLC"
08/21/2012,NA,$250.00,Paul Rosenfeld,Government Navigation Group
03/01/2012,Burke,$500.00,William Filan,William Filan Ltd
12/01/2012,NA,$0.00,Stacey Ferris Kodak,J C Decaux NA
10/09/2012,Cochran,$750.00,Yafawn Smith,Comcast
12/10/2012,Reilly,$750.00,William Smith,Cornerstone Government Affairs
12/13/2012,Austin,$500.00,John Corrigan,"John C. Corrigan and Associates, LLC"
10/25/2012,Suarez,$1500.00,Michael Paulos,Comcast
10/17/2012,Reilly,$1500.00,Michael Paulos,Comcast
10/25/2012,Laurino,$1500.00,Michael Paulos,Comcast
11/01/2012,Burke,$1000.00,Douglas McFarlan,"Midwest Generation EME, LLC"
04/01/2013,NA,$0.00,Charlotte Knight-Marshall,TKG & Associates LLC
03/27/2013,Burnett,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/15/2013,Cullerton,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
01/07/2013,Moreno,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/25/2013,Moore,$1500.00,Michael Paulos,Comcast
03/21/2013,Moreno,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
02/21/2013,Ervin,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/15/2013,Cardenas,$250.00,John Dunn,McGuireWoods Consulting
03/12/2013,Harris,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Reilly,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/28/2013,Reilly,$1500.00,Robert Gamrath,Quarles & Brady LLP
01/28/2013,Ervin,$250.00,Paul Williams,Paul Williams
01/24/2013,Sposato,$100.00,Pat Doerr,Hospitality Business Association of Chicago
02/28/2013,Reilly,$1500.00,Robert Gamrath,Quarles & Brady LLP
06/07/2013,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/01/2013,NA,$0.00,Bernard Parisot,J C Decaux NA
04/05/2013,Reilly,$1500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/06/2013,Hairston,$150.00,Graham Grady,Shefsky & Froelich Ltd.
01/16/2013,Cardenas,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
04/22/2013,NA,$250.00,Mara Georges,Daley and Georges Ltd.
04/01/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
05/28/2013,Burns,$250.00,Mara Georges,Daley and Georges Ltd.
02/14/2013,NA,$200.00,William Filan,William Filan Ltd
02/08/2013,NA,$250.00,William Filan,William Filan Ltd
03/14/2013,Cappleman,$500.00,Judith Roettig,Chicagoland Apartment Association
02/21/2013,Mell,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/08/2013,NA,$250.00,William Filan,William Filan Ltd
02/14/2013,NA,$200.00,William Filan,William Filan Ltd
06/14/2013,Dowell,$500.00,Elvin Charity,"Charity & Associates, P.C."
04/22/2013,NA,$250.00,Mara Georges,Daley and Georges Ltd.
06/20/2013,Tunney,$300.00,Mara Georges,Daley and Georges Ltd.
04/02/2013,Solis,$1500.00,John Vebber,"Clear Channel Outdoor, Inc"
06/07/2013,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/06/2013,Zalewski,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/17/2013,Cardenas,$250.00,Scott Ziomek,Northwestern Memorial Hospital
03/21/2013,Moreno,$250.00,Jerome Schain,"Schain, Burney, Banks & Kenny, Ltd"
05/01/2013,NA,$500.00,Arnold Harris,Arnold Scott Harris PC
05/27/2013,NA,$250.00,John George,"Schuyler, Roche & Crisham PC"
06/07/2013,O'Connor,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/25/2013,Cullerton,$100.00,Kate Tragesser,"Krieg DeVault, LLP"
06/24/2013,Pope,$1000.00,Marcus Nunes,"Chico & Nunes, PC"
02/21/2013,Ervin,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/29/2013,NA,$0.00,Thomas Chapman,"Raymond James & Assoc., Inc."
04/17/2013,O'Connor,$100.00,Katriina McGuire,"Schain, Burney, Banks & Kenny, Ltd"
06/25/2013,Tunney,$500.00,Michael Paulos,Comcast
04/01/2013,NA,$500.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
05/14/2013,Munoz,$250.00,Rolando Acosta,Law Offices of Rolando R Acosta PC
08/01/2013,O'Connor,$125.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
07/19/2013,NA,$300.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/25/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
04/17/2013,O'Connor,$100.00,Katriina McGuire,"Schain, Burney, Banks & Kenny, Ltd"
06/07/2013,Burnett,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Moore,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2013,Munoz,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/19/2013,Burke,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/01/2013,Burnett,$150.00,Bridget O'Keefe,"Daspin & Aument, LLP"
09/19/2013,NA,$0.00,Michele Nelson,InTime Solutions
04/01/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
09/01/2013,Sawyer,$250.00,Paul Williams,Paul Williams
03/21/2013,Moreno,$250.00,Jerome Schain,"Schain, Burney, Banks & Kenny, Ltd"
02/21/2013,Moreno,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/16/2013,Cardenas,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2013,Harris,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/07/2013,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/21/2013,Moreno,$300.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/16/2013,Burnett,$150.00,Dean Maragos,"Maragos & Maragos, Ltd"
04/17/2013,O'Connor,$100.00,Katriina McGuire,"Schain, Burney, Banks & Kenny, Ltd"
09/16/2013,Austin,$500.00,Terrance Diamond,"Neal & Leroy, LLC"
04/17/2013,Pawar,$500.00,Jerome Schain,"Schain, Burney, Banks & Kenny, Ltd"
02/14/2013,NA,$250.00,William Banks,"Schain, Burney, Banks & Kenny, Ltd"
07/23/2013,Thompson,$1000.00,David Doig,Chicago Neighborhood Initiatives
07/16/2013,Cochran,$500.00,Yafawn Smith,Comcast
09/19/2013,Laurino,$250.00,John George,"Schuyler, Roche & Crisham PC"
06/04/2013,Cappleman,$250.00,Graham Grady,Shefsky & Froelich Ltd.
05/04/2013,Munoz,$250.00,John George,"Schuyler, Roche & Crisham PC"
12/02/2013,NA,$0.00,Gary Engle,Espar Heater Systems
02/21/2013,Mell,$300.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/19/2013,Tunney,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/28/2013,Burns,$250.00,Mara Georges,Daley and Georges Ltd.
12/18/2013,Thompson,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/10/2013,Austin,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
10/01/2013,NA,$0.00,Bernard Parisot,J C Decaux NA
11/01/2013,Austin,$500.00,John Dunn,McGuireWoods Consulting
06/13/2013,NA,$400.00,Samuel Polsky,Polsky & Associates Ltd.
12/12/2013,Thompson,$850.00,Yafawn Smith,Comcast
11/07/2013,Holmes,$1500.00,Yafawn Smith,Comcast
10/16/2013,Austin,$1000.00,Yafawn Smith,Comcast
12/12/2013,Chandler,$1000.00,Yafawn Smith,Comcast
12/12/2013,Thomas,$1500.00,Yafawn Smith,Comcast
09/19/2013,NA,$100.00,Carol Stubblefield,"Neal & Leroy, LLC"
06/04/2013,Burns,$150.00,Danielle Cassel,Vedder Price PC
06/04/2013,Burns,$150.00,Danielle Cassel,Vedder Price PC
12/23/2013,Burke,$1500.00,Gery Chico,"Chico & Nunes, PC"
11/18/2013,Scott,$250.00,Gery Chico,"Chico & Nunes, PC"
05/16/2013,NA,$1500.00,Mara Georges,Daley and Georges Ltd.
04/22/2013,NA,$250.00,Mara Georges,Daley and Georges Ltd.
12/11/2013,Burke,$1000.00,Robert Molaro,Robert S. Molaro & Associates
10/16/2013,Austin,$250.00,William Smith,Cornerstone Government Affairs
12/04/2013,Dowell,$100.00,Charles Bernardini,Ungaretti & Harris LLP
11/01/2013,NA,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,NA,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,Laurino,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,Reboyras,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,O'Connor,$1500.00,Lisa Ouzounion,Comcast
10/01/2013,NA,$1000.00,Lisa Ouzounion,Comcast
12/02/2013,Fioretti,$250.00,Arnold Harris,Arnold Scott Harris PC
10/11/2013,O'Shea,$250.00,John Dunn,McGuireWoods Consulting
03/31/2014,NA,$0.00,Jody Joy,Federal Signal Corporation
02/24/2014,Cappleman,$250.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
03/31/2014,Solis,$500.00,Arnold Harris,Arnold Scott Harris PC
02/13/2014,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Hairston,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/25/2014,NA,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
02/12/2014,Burnett,$150.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
03/06/2014,NA,$250.00,Dean Maragos,"Maragos & Maragos, Ltd"
03/12/2014,NA,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
01/24/2014,O'Connor,$100.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/25/2014,Burnett,$250.00,Marcus Nunes,"Chico & Nunes, PC"
02/23/2014,Cullerton,$250.00,Marcus Nunes,"Chico & Nunes, PC"
01/17/2014,Burke,$500.00,John Dunn,McGuireWoods Consulting
03/12/2014,NA,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/28/2014,NA,$1500.00,John Doerrer,Kaizen Inc
02/24/2014,Cappleman,$250.00,Michael Alexander,"Alexander & Borovicka Government Solutions, LLC"
03/06/2014,Hairston,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
03/31/2014,Solis,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
06/25/2014,Fioretti,$200.00,Robert Molaro,Robert S. Molaro & Associates
06/25/2014,Mendoza,$250.00,Robert Molaro,Robert S. Molaro & Associates
05/28/2014,NA,$500.00,John Doerrer,Kaizen Inc
04/28/2014,NA,$1500.00,John Doerrer,Kaizen Inc
05/28/2014,NA,$500.00,John Doerrer,Kaizen Inc
06/26/2014,Ervin,$150.00,Mary Minaghan dba MKM Services,MKM Services
01/17/2014,Burke,$500.00,John Dunn,McGuireWoods Consulting
05/20/2014,Cochran,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
01/01/2015,Pope,$1000.00,Thomas Livingston,CSX Corporation
01/20/2015,Beale,$1000.00,David Doig,Chicago Neighborhood Initiatives
02/13/2015,Cardenas,$250.00,Gery Chico,"Chico & Nunes, P.C."
02/12/2015,Moore,$250.00,Gery Chico,"Chico & Nunes, P.C."
03/27/2015,Thompson,$128.70,Marcus Nunes,"Chico & Nunes, P.C."
02/13/2014,Cappleman,$250.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/12/2014,Harris,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/05/2014,Burnett,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/31/2015,NA,$1000.00,David Narefsky,Mayer Brown LLP
09/24/2014,Graham,$250.00,Gery Chico,"Chico & Nunes, PC"
02/13/2014,Cappleman,$250.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/12/2014,Moreno,$1210.70,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/25/2014,Mendoza,$100.00,Graham Grady,Taft Stettinius & Hollister LLP
02/16/2015,Burns,$250.00,Paul Williams,Paul Williams
06/23/2014,NA,$100.00,Catherine Janes,The Haymarket Group Ltd.
01/23/2014,Graham,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
04/29/2014,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
12/01/2014,Ervin,$250.00,Jeanette Sublett,"Neal & Leroy, LLC"
04/14/2014,Austin,$100.00,Sylvia Michas,"Chico & Nunes, PC"
04/16/2014,O'Connor,$200.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/16/2014,Tunney,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2014,O'Connor,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/22/2014,NA,$0.00,Michele Nelson,InTime Solutions INC
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/14/2014,Reilly,$1500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
11/30/2014,Tunney,$100.00,Daniel Finkel,"Gold Coast Tickets, Ltd."
02/13/2014,O'Connor,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
06/04/2014,Burns,$1000.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/13/2015,Mitts,$1500.00,Michael Sutton,"Infrastructure Engineering, Inc."
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/06/2014,Fioretti,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
07/25/2014,NA,$150.00,Kate Tragesser,Krieg DeVault LLP
10/09/2014,Burnett,$500.00,John Dunn,McGuireWoods Consulting
09/14/2014,Reilly,$50.00,Jeff Riley,Riley Public Affairs
10/14/2014,NA,$1500.00,Jason Lunderman,Comcast
11/06/2014,Solis,$1000.00,Michael Ezgur,Michael Ezgur
10/28/2014,NA,$500.00,Michael Ezgur,Michael Ezgur
06/05/2014,NA,$150.00,Brendan Shiller,Lakeview Strategy Group
11/18/2014,Burke,$1500.00,Elizabeth Lively,Metropolitan Chicago Healthcare Council
11/18/2014,Thompson,$250.00,Kathy Brown,Kathy Brown
09/10/2014,NA,$125.00,Donna Pugh,"Foley & Lardner, LLP"
11/27/2014,NA,$500.00,John Doerrer,Kaizen Inc
08/04/2014,NA,$500.00,Mary Minaghan dba MKM Services,MKM Services
11/20/2014,O'Connor,$100.00,Kate Tragesser,Krieg DeVault LLP
02/18/2014,Cullerton,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
04/24/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
09/26/2014,Zalewski,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
09/30/2014,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
12/15/2014,O'Shea,$2000.00,Thomas Livingston,CSX Corporation
12/15/2014,Burke,$1000.00,Thomas Livingston,CSX Corporation
04/16/2014,O'Connor,$200.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
11/14/2014,Mell,$500.00,Sam Toia,Illinois Restaurant Association
03/20/2015,Mitchell,$250.00,Jerry Mickelson,"Jam Productions, Ltd."
07/01/2014,Foulkes,$1000.00,Thomas Livingston,CSX Corporation
07/23/2014,NA,$1000.00,Vi Daley,Vi Daley
08/28/2014,O'Connor,$125.00,William Filan,William Filan Ltd
08/19/2014,Burns,$250.00,Elvin Charity,"Charity & Associates, P.C."
12/30/2014,Thompson,$500.00,Mary Kay Bonoma,Illinois Restaurant Association
10/28/2014,Holmes,$125.00,Jonathan Perman,The Perman Group
08/27/2014,Burnett,$500.00,Gery Chico,"Chico & Nunes, PC"
03/06/2014,Hairston,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
02/19/2014,Harris,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
06/09/2014,NA,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
06/03/2014,Moore,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/12/2014,Harris,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/17/2014,Mell,$1000.00,Carol Ronen,Carol Ronen
10/23/2014,Arena,$500.00,Paul Rosenfeld,"Government Navigation Group, Inc"
10/14/2014,Smith,$100.00,Daniel Shomon,DAN SHOMON INC.
09/10/2014,Solis,$100.00,Danielle Cassel,Vedder Price PC
01/27/2015,Burns,$300.00,John Corrigan,"John C. Corrigan & Associates, LLC"
03/09/2015,NA,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
02/18/2015,Cardenas,$500.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/27/2015,Ervin,$250.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/21/2015,NA,$200.00,Dennis O'Sullivan,Metropolitan Chicago Healthcare Council
01/02/2015,Beale,$1500.00,YaFawn Smith,Comcast
01/02/2015,Lane,$1500.00,YaFawn Smith,Comcast
01/21/2015,Sawyer,$1500.00,YaFawn Smith,Comcast
02/03/2015,Harris,$1500.00,YaFawn Smith,Comcast
02/06/2015,Austin,$1500.00,YaFawn Smith,Comcast
03/19/2015,O'Connor,$250.00,Donna Pugh,"Foley & Lardner, LLP"
02/11/2015,Hopkins,$100.00,Donna Pugh,"Foley & Lardner, LLP"
01/29/2015,Thompson,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
03/09/2015,Lopez,$100.00,Edward Marcin,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities"
03/03/2015,Smith,$250.00,Pat Doerr,Hospitality Business Association of Chicago
02/10/2014,Laurino,$250.00,John George,"Schuyler, Roche & Crisham, P.C."
01/23/2014,Reilly,$1000.00,John George,"Schuyler, Roche & Crisham, P.C."
04/29/2014,Hopkins,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
03/24/2015,Scott,$1000.00,Marcus Nunes,"Chico & Nunes, P.C."
02/05/2015,Austin,$250.00,Kate Tragesser,Krieg DeVault LLP
02/06/2015,NA,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
02/09/2015,Solis,$500.00,John George,"Schuyler, Roche & Crisham, P.C."
01/26/2015,O'Connor,$500.00,John Dunn,McGuireWoods Consulting
01/16/2015,NA,$100.00,Angelica Marks,"Chicago Neighborhood Initiatives, Inc."
09/16/2014,NA,$1500.00,Robert Molaro,Robert S. Molaro & Associates
05/07/2014,Austin,$100.00,Kate Tragesser,Krieg DeVault LLP
07/25/2014,NA,$150.00,Kate Tragesser,Krieg DeVault LLP
